"Date","New cases / day"
"25/01/20","4"
"26/01/20","0"
"27/01/20","1"
"28/01/20","0"
"29/01/20","4"
"30/01/20","0"
"31/01/20","0"
"01/02/20","1"
"02/02/20","2"
"03/02/20","0"
"04/02/20","1"
"05/02/20","1"
"06/02/20","1"
"07/02/20","0"
"08/02/20","0"
"09/02/20","0"
"10/02/20","0"
"11/02/20","0"
"12/02/20","0"
"13/02/20","0"
"14/02/20","0"
"15/02/20","0"
"16/02/20","0"
"17/02/20","0"
"18/02/20","0"
"19/02/20","0"
"20/02/20","0"
"21/02/20","4"
"22/02/20","1"
"23/02/20","0"
"24/02/20","0"
"25/02/20","0"
"26/02/20","0"
"27/02/20","3"
"28/02/20","2"
"29/02/20","0"
"01/03/20","3"
"02/03/20","4"
"03/03/20","8"
"04/03/20","11"
"05/03/20","8"
"06/03/20","4"
"07/03/20","10"
"08/03/20","7"
"09/03/20","12"
"10/03/20","20"
"11/03/20","15"
"12/03/20","30"
"13/03/20","41"
"14/03/20","51"
"15/03/20","48"
"16/03/20","79"
"17/03/20","78"
"18/03/20","113"
"19/03/20","142"
"20/03/20","138"
"21/03/20","225"
"22/03/20","280"
"23/03/20","328"
"24/03/20","370"
"25/03/20","380"
"26/03/20","379"
"27/03/20","371"
"28/03/20","460"
"29/03/20","344"
"30/03/20","266"
"31/03/20","311"
"01/04/20","303"
"02/04/20","273"
"03/04/20","225"
"04/04/20","190"
"05/04/20","141"
"06/04/20","106"
"07/04/20","119"
"08/04/20","105"
"09/04/20","85"
"10/04/20","106"
"11/04/20","88"
"12/04/20","22"
"13/04/20","41"
"14/04/20","49"
"15/04/20","223"
"16/04/20","30"
"17/04/20","47"
"18/04/20","42"
"19/04/20","44"
"20/04/20","13"
"21/04/20","22"
"22/04/20","7"
"23/04/20","8"
"24/04/20","17"
"25/04/20","18"
"26/04/20","19"
"27/04/20","7"
"28/04/20","12"
"29/04/20","13"
"30/04/20","8"
"01/05/20","13"
"02/05/20","15"
"03/05/20","18"
"04/05/20","24"
"05/05/20","26"
"06/05/20","24"
"07/05/20","22"
"08/05/20","18"
"09/05/20","14"
"10/05/20","12"
"11/05/20","7"
"12/05/20","20"
"13/05/20","11"
"14/05/20","15"
"15/05/20","31"
"16/05/20","17"
"17/05/20","8"
"18/05/20","9"
"19/05/20","8"
"20/05/20","11"
"21/05/20","2"
"22/05/20","14"
"23/05/20","13"
"24/05/20","3"
"25/05/20","4"
"26/05/20","15"
"27/05/20","6"
"28/05/20","18"
"29/05/20","16"
"30/05/20","11"
"31/05/20","10"
"01/06/20","8"
"02/06/20","17"
"03/06/20","8"
"04/06/20","11"
"05/06/20","11"
"06/06/20","2"
"07/06/20","4"
"08/06/20","6"
"09/06/20","2"
"10/06/20","7"
"11/06/20","9"
"12/06/20","4"
"13/06/20","13"
"14/06/20","18"
"15/06/20","15"
"16/06/20","12"
"17/06/20","23"
"18/06/20","21"
"19/06/20","18"
"20/06/20","26"
"21/06/20","25"
"22/06/20","13"
"23/06/20","18"
"24/06/20","29"
"25/06/20","36"
"26/06/20","37"
"27/06/20","46"
"28/06/20","45"
"29/06/20","81"
"30/06/20","67"
"01/07/20","86"
"02/07/20","81"
"03/07/20","65"
"04/07/20","106"
"05/07/20","87"
"06/07/20","137"
"07/07/20","169"
"08/07/20","130"
"09/07/20","173"
"10/07/20","300"
"11/07/20","192"
"12/07/20","244"
"13/07/20","183"
"14/07/20","271"
"15/07/20","244"
"16/07/20","315"
"17/07/20","425"
"18/07/20","204"
"19/07/20","361"
"20/07/20","268"
"21/07/20","358"
"22/07/20","468"
"23/07/20","407"
"24/07/20","289"
"25/07/20","353"
"26/07/20","453"
"27/07/20","532"
"28/07/20","369"
"29/07/20","279"
"30/07/20","717"
"31/07/20","603"
"01/08/20","374"
"02/08/20","641"
"03/08/20","395"
"04/08/20","412"
"05/08/20","714"
"06/08/20","447"
"07/08/20","410"
"08/08/20","425"
"09/08/20","386"
"10/08/20","313"
"11/08/20","317"
"12/08/20","413"
"13/08/20","231"
"14/08/20","384"
"15/08/20","293"
"16/08/20","253"
"17/08/20","271"
"18/08/20","214"
"19/08/20","220"
"20/08/20","243"
"21/08/20","171"
"22/08/20","195"
"23/08/20","210"
"24/08/20","104"
"25/08/20","137"
"26/08/20","152"
"27/08/20","117"
"28/08/20","126"
"29/08/20","99"
"30/08/20","123"
"31/08/20","76"
"01/09/20","73"
"02/09/20","104"
"03/09/20","126"
"04/09/20","87"
"05/09/20","71"
"06/09/20","72"
"07/09/20","43"
"08/09/20","52"
"09/09/20","91"
"10/09/20","48"
"11/09/20","52"
"12/09/20","41"
"13/09/20","44"
"14/09/20","41"
"15/09/20","46"
"16/09/20","42"
"17/09/20","34"
"18/09/20","48"
"19/09/20","24"
"20/09/20","13"
"21/09/20","14"
"22/09/20","30"
"23/09/20","32"
"24/09/20","9"
"25/09/20","17"
"26/09/20","16"
"27/09/20","24"
"28/09/20","4"
"29/09/20","19"
"30/09/20","15"
"01/10/20","18"
"02/10/20","17"
"03/10/20","8"
"04/10/20","15"
"05/10/20","13"
"06/10/20","25"
"07/10/20","8"
"08/10/20","24"
"09/10/20","23"
"10/10/20","15"
"11/10/20","20"
"12/10/20","22"
"13/10/20","30"
"14/10/20","25"
"15/10/20","21"
"16/10/20","9"
"17/10/20","12"
"18/10/20","8"
"19/10/20","8"
"20/10/20","31"
"21/10/20","14"
"22/10/20","22"
"23/10/20","18"
"24/10/20","15"
"25/10/20","21"
"26/10/20","7"
"27/10/20","14"
"28/10/20","14"
"29/10/20","15"
"30/10/20","12"
"31/10/20","8"
"01/11/20","5"
"02/11/20","7"
"03/11/20","8"
"04/11/20","12"
"05/11/20","12"
"06/11/20","11"
"07/11/20","7"
"08/11/20","6"
"09/11/20","10"
"10/11/20","9"
"11/11/20","8"
"12/11/20","13"
"13/11/20","5"
"14/11/20","8"
"15/11/20","17"
"16/11/20","22"
"17/11/20","10"
"18/11/20","17"
"19/11/20","7"
"20/11/20","8"
"21/11/20","14"
"22/11/20","15"
"23/11/20","14"
"24/11/20","13"
"25/11/20","8"
"26/11/20","8"
"27/11/20","10"
"28/11/20","11"
"29/11/20","7"
"30/11/20","11"
"01/12/20","9"
"02/12/20","11"
"03/12/20","17"
"04/12/20","9"
"05/12/20","7"
"06/12/20","9"
"07/12/20","7"
"08/12/20","15"
"09/12/20","6"
"10/12/20","8"
"11/12/20","11"
"12/12/20","13"
"13/12/20","5"
"14/12/20","9"
"15/12/20","8"
"16/12/20","12"
"17/12/20","13"
"18/12/20","21"
"19/12/20","35"
"20/12/20","44"
"21/12/20","26"
"22/12/20","21"
"23/12/20","18"
"24/12/20","25"
"25/12/20","14"
"26/12/20","20"
"27/12/20","16"
"28/12/20","25"
"29/12/20","13"
"30/12/20","31"
"31/12/20","26"
"01/01/21","20"
"02/01/21","43"
"03/01/21","13"
"04/01/21","22"
"05/01/21","18"
"06/01/21","13"
"07/01/21","10"
"08/01/21","25"
"09/01/21","11"
"10/01/21","13"
"11/01/21","19"
"12/01/21","20"
"13/01/21","16"
"14/01/21","8"
"15/01/21","11"
"16/01/21","20"
"17/01/21","19"
"18/01/21","13"
"19/01/21","10"
"20/01/21","9"
"21/01/21","9"
"22/01/21","6"
"23/01/21","6"
"24/01/21","5"
"25/01/21","11"
"26/01/21","3"
"27/01/21","7"
"28/01/21","7"
"29/01/21","6"
"30/01/21","6"
"31/01/21","6"
"01/02/21","6"
"02/02/21","6"
"03/02/21","5"
"04/02/21","9"
"05/02/21","4"
"06/02/21","6"
"07/02/21","2"
"08/02/21","7"
"09/02/21","3"
"10/02/21","11"
"11/02/21","8"
"12/02/21","8"
"13/02/21","5"
"14/02/21","6"
"15/02/21","2"
"16/02/21","5"
"17/02/21","6"
"18/02/21","1"
"19/02/21","6"
"20/02/21","2"
"21/02/21","6"
"22/02/21","4"
"23/02/21","7"
"24/02/21","2"
"25/02/21","8"
"26/02/21","11"
"27/02/21","7"
"28/02/21","5"
"01/03/21","8"
"02/03/21","8"
"03/03/21","10"
"05/03/21","13"
"05/03/21","13"
"06/03/21","10"
"07/03/21","7"
"08/03/21","9"
"09/03/21","15"
"10/03/21","14"
"11/03/21","15"
"12/03/21","12"
"13/03/21","10"
"14/03/21","5"
"15/03/21","13"
"16/03/21","7"
"17/03/21","16"
"18/03/21","13"
"19/03/21","17"
"20/03/21","9"
"21/03/21","4"
"22/03/21","10"
"23/03/21","5"
"24/03/21","9"
"25/03/21","8"
"26/03/21","12"
"27/03/21","13"
"28/03/21","7"
"29/03/21","18"
"30/03/21","18"
"31/03/21","9"
"01/04/21","18"
"02/04/21","12"
"03/04/21","6"
"04/04/21","7"
"05/04/21","9"
"06/04/21","8"
"07/04/21","14"
"08/04/21","6"
"09/04/21","5"
"10/04/21","6"
"11/04/21","9"
"12/04/21","14"
"13/04/21","18"
"14/04/21","13"
"15/04/21","19"
"16/04/21","15"
"17/04/21","21"
"18/04/21","14"
"19/04/21","24"
"20/04/21","16"
"21/04/21","19"
"22/04/21","24"
"23/04/21","38"
"24/04/21","18"
"25/04/21","8"
"26/04/21","29"
"27/04/21","30"
"28/04/21","25"
"29/04/21","29"
"30/04/21","22"
"01/05/21","11"
"02/05/21","14"
"03/05/21","15"
"04/05/21","11"
"05/05/21","14"
"06/05/21","20"
"07/05/21","11"
"08/05/21","9"
"09/05/21","17"
"10/05/21","8"
"11/05/21","9"
"12/05/21","7"
"13/05/21","8"
"14/05/21","2"
"15/05/21","10"
"16/05/21","8"
"17/05/21","3"
"18/05/21","10"
"19/05/21","3"
"20/05/21","6"
"21/05/21","3"
"22/05/21","8"
"23/05/21","3"
"24/05/21","10"
"25/05/21","9"
"26/05/21","18"
"27/05/21","15"
"28/05/21","10"
"29/05/21","10"
"30/05/21","15"
"31/05/21","8"
"01/06/21","12"
"02/06/21","12"
"03/06/21","7"
"04/06/21","13"
"05/06/21","8"
"06/06/21","17"
"07/06/21","20"
"08/06/21","9"
"09/06/21","7"
"10/06/21","15"
"11/06/21","3"
"12/06/21","8"
"13/06/21","11"
"14/06/21","14"
"15/06/21","12"
"16/06/21","17"
"17/06/21","13"
"18/06/21","9"
"19/06/21","10"
"20/06/21","10"
"21/06/21","23"
"22/06/21","17"
"23/06/21","20"
"24/06/21","23"
"25/06/21","22"
"26/06/21","19"
"27/06/21","45"
"28/06/21","27"
"29/06/21","33"
"30/06/21","49"
"01/07/21","32"
"02/07/21","42"
"03/07/21","49"
"04/07/21","23"
"05/07/21","46"
"06/07/21","29"
"07/07/21","29"
"08/07/21","46"
"09/07/21","48"
"10/07/21","62"
"11/07/21","86"
"12/07/21","123"
"13/07/21","97"
"14/07/21","107"
"15/07/21","86"
"16/07/21","116"
"17/07/21","139"
"18/07/21","127"
"19/07/21","120"
"20/07/21","111"
"21/07/21","146"
"22/07/21","154"
"23/07/21","153"
"24/07/21","173"
"25/07/21","162"
"26/07/21","164"
"27/07/21","187"
"28/07/21","206"
"29/07/21","258"
"30/07/21","177"
"31/07/21","222"
"01/08/21","255"
"02/08/21","227"
"03/08/21","222"
"04/08/21","255"
"05/08/21","297"
"06/08/21","302"
"07/08/21","357"
"08/08/21","285"
"09/08/21","300"
"10/08/21","379"
"11/08/21","363"
"12/08/21","382"
"13/08/21","412"
"14/08/21","496"
"15/08/21","434"
"16/08/21","518"
"17/08/21","482"
"18/08/21","677"
"19/08/21","748"
"20/08/21","706"
"21/08/21","891"
"22/08/21","907"
"23/08/21","896"
"24/08/21","828"
"25/08/21","978"
"26/08/21","1,111"
"27/08/21","976"
"28/08/21","1,122"
"29/08/21","1,320"
"30/08/21","1,355"
"31/08/21","1,239"
"01/09/21","1,242"
"02/09/21","1,482"
"03/09/21","1,635"
"04/09/21","1,741"
"05/09/21","1,658"
"06/09/21","1,546"
"07/09/21","1,473"
"08/09/21","1,690"
"09/09/21","1,727"
"10/09/21","1,866"
"11/09/21","2,044"
"12/09/21","1,650"
"13/09/21","1,719"
"14/09/21","1,571"
"15/09/21","1,650"
"16/09/21","1,857"
"17/09/21","1,800"
"18/09/21","1,854"
"19/09/21","1,573"
"20/09/21","1,472"
"21/09/21","1,609"
"22/09/21","1,662"
"23/09/21","1,807"
"24/09/21","1,764"
"25/09/21","1,864"
"26/09/21","1,741"
"27/09/21","1,633"
"28/09/21","1,731"
"29/09/21","1,811"
"30/09/21","2,400"
"01/10/21","2,048"
"02/10/21","2,144"
"03/10/21","2,076"
"04/10/21","2,020"
"05/10/21","2,391"
"06/10/21","2,024"
"07/10/21","2,216"
"08/10/21","2,510"
"09/10/21","2,530"
"10/10/21","2,372"
"11/10/21","2,116"
"12/10/21","1,809"
"13/10/21","2,073"
"14/10/21","2,683"
"15/10/21","2,586"
"16/10/21","2,311"
"17/10/21","2,103"
"18/10/21","2,128"
"19/10/21","2,012"
"20/10/21","2,123"
"21/10/21","2,545"
"22/10/21","2,546"
"23/10/21","1,883"
"24/10/21","2,175"
"25/10/21","1,683"
"26/10/21","1,786"
"27/10/21","1,753"
"28/10/21","2,135"
"29/10/21","1,886"
"30/10/21","1,565"
"31/10/21","1,103"
"01/11/21","1,572"
"02/11/21","1,135"
"03/11/21","1,110"
"04/11/21","1,538"
"05/11/21","1,581"
"06/11/21","1,534"
"07/11/21","1,379"
"08/11/21","1,271"
"09/11/21","1,292"
"10/11/21","1,202"
"11/11/21","1,555"
"12/11/21","1,401"
"13/11/21","1,466"
"14/11/21","1,095"
"15/11/21","1,018"
"16/11/21","1,014"
"17/11/21","1,223"
"18/11/21","1,274"
"19/11/21","1,500"
"20/11/21","1,360"
"21/11/21","1,465"
"22/11/21","1,208"
"23/11/21","1,002"
"24/11/21","1,461"
"25/11/21","1,535"
"26/11/21","1,621"
"27/11/21","1,478"
"28/11/21","1,236"
"29/11/21","1,158"
"30/11/21","1,096"
"01/12/21","1,418"
"02/12/21","1,704"
"03/12/21","1,526"
"04/12/21","1,690"
"05/12/21","1,263"
"06/12/21","1,279"
"07/12/21","1,440"
"08/12/21","1,703"
"09/12/21","1,651"
"10/12/21","1,728"
"11/12/21","1,750"
"12/12/21","1,540"
"13/12/21","1,838"
"14/12/21","1,999"
"15/12/21","2,795"
"16/12/21","3,407"
"17/12/21","3,801"
"18/12/21","4,027"
"19/12/21","3,935"
"20/12/21","3,953"
"21/12/21","4,522"
"22/12/21","5,700"
"23/12/21","8,634"
"24/12/21","9,049"
"25/12/21","9,996"
"26/12/21","9,374"
"27/12/21","10,136"
"28/12/21","11,189"
"29/12/21","18,156"
"30/12/21","21,251"
"31/12/21","32,814"
"01/01/22","35,206"
"02/01/22","32,216"
"03/01/22","37,030"
"04/01/22","47,695"
"05/01/22","64,453"
"06/01/22","72,121"
"07/01/22","77,699"
"08/01/22","87,907"
"09/01/22","73,059"
"10/01/22","50,578"
"11/01/22","68,823"
"12/01/22","71,846"
"13/01/22","81,019"
"14/01/22","66,635"
"15/01/22","60,192"
"16/01/22","56,464"
"17/01/22","47,052"
"18/01/22","38,176"
"19/01/22","42,925"
"20/01/22","43,543"
"21/01/22","39,868"
"22/01/22","29,986"
"23/01/22","55,942"
"24/01/22","4,507"
"25/01/22","25,706"
"26/01/22","33,079"
"27/01/22","77,485"
"28/01/22","35,161"
"29/01/22","29,992"
"30/01/22","277,619"
"31/01/22","23,128"
"01/02/22","30,466"
"02/02/22","36,976"
"03/02/22","40,775"
"04/02/22","28,454"
"05/02/22","24,350"
"06/02/22","21,105"
"07/02/22","20,276"
"08/02/22","24,227"
"09/02/22","27,333"
"10/02/22","26,149"
"11/02/22","23,568"
"12/02/22","19,642"
"13/02/22","21,173"
"14/02/22","16,752"
"15/02/22","40,267"
"16/02/22","-9,080"
"17/02/22","59,127"
"18/02/22","22,376"
"19/02/22","19,165"
"20/02/22","15,298"
"21/02/22","14,852"
"22/02/22","19,764"
"23/02/22","24,286"
"24/02/22","22,263"
"25/02/22","21,438"
"26/02/22","19,238"
"27/02/22","16,315"
"28/02/22","16,649"
"01/03/22","21,201"
"02/03/22","25,302"
"03/03/22","28,381"
"04/03/22","25,032"
"05/03/22","23,369"
"06/03/22","20,125"
"07/03/22","21,529"
"08/03/22","28,429"
"09/03/22","30,736"
"10/03/22","34,981"
"11/03/22","32,014"
"12/03/22","29,028"
"13/03/22","27,116"
"14/03/22","23,705"
"15/03/22","29,639"
"16/03/22","282,922"
"17/03/22","51,241"
"18/03/22","49,841"
"19/03/22","45,367"
"20/03/22","41,766"
"21/03/22","39,403"
"22/03/22","50,896"
"23/03/22","60,326"
"24/03/22","62,782"
"25/03/22","59,996"
"26/03/22","52,355"
"27/03/22","48,113"
"28/03/22","45,879"
"29/03/22","58,759"
"30/03/22","67,048"
"31/03/22","63,738"
"01/04/22","60,927"
"02/04/22","55,707"
"03/04/22","48,707"
"04/04/22","47,417"
"05/04/22","58,192"
"06/04/22","61,186"
"07/04/22","61,661"
"08/04/22","59,855"
"09/04/22","50,552"
"10/04/22","46,501"
"11/04/22","43,216"
"12/04/22","45,679"
"13/04/22","52,571"
"14/04/22","54,299"
"15/04/22","49,563"
"16/04/22","43,004"
"17/04/22","34,363"
"18/04/22","40,980"
"19/04/22","36,586"
"20/04/22","42,332"
"21/04/22","54,263"
"22/04/22","50,223"
"23/04/22","41,720"
"24/04/22","38,220"
"25/04/22","31,256"
"26/04/22","35,338"
"27/04/22","42,853"
"28/04/22","45,454"
"29/04/22","44,929"
"30/04/22","37,965"
"01/05/22","33,212"
"02/05/22","31,747"
"03/05/22","35,168"
"04/05/22","226,550"
"05/05/22","53,920"
"06/05/22","42,148"
"07/05/22","42,421"
"08/05/22","35,587"
"09/05/22","39,257"
"10/05/22","46,086"
"11/05/22","56,245"
"12/05/22","57,794"
"13/05/22","54,998"
"14/05/22","48,421"
"15/05/22","42,171"
"16/05/22","43,193"
"17/05/22","51,179"
"18/05/22","70,194"
"19/05/22","54,994"
"20/05/22","50,136"
"21/05/22","47,239"
"22/05/22","38,667"
"23/05/22","36,042"
"24/05/22","41,035"
"25/05/22","45,431"
"26/05/22","46,352"
"27/05/22","39,350"
"28/05/22","33,708"
"29/05/22","27,716"
"30/05/22","26,864"
"31/05/22","31,759"
"01/06/22","35,741"
"02/06/22","34,179"
"03/06/22","31,963"
"04/06/22","28,747"
"05/06/22","23,495"
"06/06/22","17,186"
"07/06/22","27,459"
"08/06/22","32,164"
"09/06/22","33,177"
"10/06/22","30,596"
"11/06/22","25,791"
"12/06/22","20,865"
"13/06/22","19,615"
"14/06/22","20,990"
"15/06/22","31,040"
"16/06/22","32,088"
"17/06/22","30,361"
"18/06/22","27,042"
"19/06/22","22,184"
"20/06/22","23,410"
"21/06/22","29,366"
"22/06/22","31,115"
"23/06/22","31,877"
"24/06/22","31,361"
"25/06/22","28,512"
"26/06/22","23,690"
"27/06/22","23,932"
"28/06/22","30,428"
"29/06/22","34,645"
"30/06/22","42,307"
"01/07/22","24,619"
"02/07/22","32,718"
"03/07/22","30,355"
"04/07/22","30,836"
"05/07/22","40,594"
"06/07/22","36,567"
"07/07/22","43,840"
"08/07/22","42,071"
"09/07/22","37,294"
"10/07/22","31,406"
"11/07/22","29,313"
"12/07/22","40,040"
"13/07/22","44,243"
"14/07/22","47,531"
"15/07/22","43,415"
"16/07/22","40,385"
"17/07/22","37,937"
"18/07/22","36,767"
"19/07/22","48,116"
"20/07/22","49,739"
"21/07/22","66,722"
"22/07/22","53,144"
"23/07/22","45,153"
"24/07/22","38,043"
"25/07/22","35,870"
"26/07/22","46,255"
"27/07/22","49,381"
"28/07/22","44,986"
"29/07/22","46,634"
"30/07/22","49,786"
"31/07/22","29,820"
"01/08/22","34,112"
"02/08/22","35,505"
"03/08/22","41,014"
"04/08/22","37,206"
"05/08/22","32,607"
"06/08/22","28,699"
"07/08/22","22,847"
"08/08/22","17,564"
"09/08/22","26,537"
"10/08/22","27,284"
"11/08/22","25,281"
"12/08/22","22,958"
"13/08/22","20,150"
"14/08/22","15,728"
"15/08/22","14,489"
"16/08/22","19,776"
"17/08/22","20,708"
"18/08/22","19,703"
"19/08/22","16,958"
"20/08/22","15,301"
"21/08/22","10,220"
"22/08/22","11,186"
"23/08/22","9,398"
"24/08/22","16,049"
"25/08/22","13,385"
"26/08/22","13,346"
"27/08/22","11,370"
"28/08/22","9,294"
"29/08/22","8,589"
"30/08/22","12,187"
"31/08/22","13,108"
"01/09/22","11,709"
"02/09/22","10,610"
"03/09/22","7,582"
"04/09/22","5,841"
"05/09/22","8,843"
"06/09/22","9,195"
"07/09/22","10,006"
"08/09/22","9,104"
"09/09/22","8,147"
"10/09/22","2,648"
"11/09/22","2,075"
"12/09/22","670"
"13/09/22","2,778"
"14/09/22","2,936"
"15/09/22","941"
"16/09/22","28,029"
"17/09/22","1,430"
"18/09/22","1,129"
"19/09/22","1,168"
"20/09/22","1,628"
"21/09/22","1,568"
"22/09/22","1,492"
"23/09/22","28,250"
"24/09/22","0"
"25/09/22","0"
"26/09/22","0"
"27/09/22","0"
"28/09/22","0"
"29/09/22","0"
"30/09/22","43,369"
